datetime,account,return,total_turnover,turnover,total_cost,cost,value,cash,bench
2025-08-25,175042011.17057627,0.031871986316233454,8557752939.974604,0.16034925002111539,8516465.021474581,0.0001711289497195007,166134313.19210118,8907697.978475098,0.020835996
2025-08-26,174820616.74313062,-0.0010579612609106991,8597765655.846632,0.2285892146945024,8552671.782069864,0.00020684611855835853,173561036.07873845,1259580.664392171,-0.0037209988
2025-08-27,172322958.4947336,-0.014094964335854434,8631497480.582228,0.1929510681520986,8586239.672300383,0.000192013338334357,171424814.73072672,898143.7640068932,-0.014926076
2025-08-28,176321920.5298597,0.023389097038688196,8663024998.084444,0.182955990180379,8617756.035401456,0.00018289126055154043,175477601.9312362,844318.5986234955,0.017703533
2025-08-29,178067287.42263266,0.01005842996692982,8689309723.624651,0.14907236412364086,8645910.831912642,0.00015967836799065684,173510981.67856154,4556305.744071113,0.0073883533
2025-09-01,178629617.63822663,0.0033134221743883452,8718818353.654526,0.16571617649140535,8673592.714998012,0.00015545743121064498,177754487.6662533,875129.9719733335,0.005993247
2025-09-02,176305849.26436034,-0.012903546852199998,8736031141.20826,0.0963602104808531,8692405.448478874,0.00010531698902789062,172249640.17161405,4056209.092746279,-0.0073522925
2025-09-03,175213307.35866964,-0.006060937362483922,8761626875.497242,0.14517802101167432,8716368.645138754,0.00013591833033258212,174446136.72077706,767170.6378925708,-0.00681901
2025-09-04,171869051.60680282,-0.018911805158673318,8792250769.88416,0.1747806422272973,8747024.467031669,0.00017496286300995064,171068681.7788048,800369.8279980272,-0.021216035
2025-09-05,176081159.34832302,0.024684705875878628,8822667295.887411,0.1769750034627415,8777453.713591605,0.00017704901653586665,175285777.6535123,795381.6948107169,0.02178824
2025-09-08,176919945.3889801,0.004922805116568699,8848813212.189829,0.14848787002075567,8805480.905105805,0.00015917200691958373,172390040.46211836,4529904.926861718,0.0016254187
2025-09-09,174419403.00081974,-0.013946807230541286,8883623698.290247,0.19675840405604347,8838554.919688156,0.00018694339131539745,173395515.124678,1023887.8761417591,-0.007008195
2025-09-10,174291227.34986338,-0.0005503085815167343,8915884678.081827,0.18496210419564718,8870746.076390142,0.00018456178698097282,173439176.80961344,852050.5402499316,0.0020512342
2025-09-11,178662679.19594815,0.025161575392393637,8929113236.764011,0.07589916534140803,8884736.087501775,8.026801649374476e-05,176301713.8079049,2360965.3880432677,0.023095965
2025-09-12,178127533.21795496,-0.0028259380547105573,8960092402.150793,0.17339472085720442,8914992.401398592,0.00016934881998289432,177242527.12373853,885006.094216424,-0.005723357
2025-09-15,178045513.38148052,-0.000281530341843615,8991963484.23122,0.17892282851876723,8946863.93255443,0.00017892534960802512,177191480.66759515,854032.7138853762,0.002445817
2025-09-16,177473208.30755842,-0.0030344655629843315,9023985796.857044,0.17985464512780466,8978896.027476558,0.00017990958780015457,176631643.09597975,841565.2115786788,-0.0021442175
2025-09-17,179261802.57677656,0.010275253544792546,9058920478.390255,0.19684481881157787,9013883.971026357,0.00019714493180945496,178348701.27557412,913101.30120245,0.0061192513
